Year,Month,State,County,Rate
2011,July,Arizona,Mohave County,13.0
2011,July,Arizona,Yuma County,28.0
2011,July,Arizona,Gila County,12.2
2011,July,Arizona,Maricopa County,9.3
2011,July,Arizona,Navajo County,16.0
2011,July,Arizona,Graham County,10.9
2011,July,Arizona,Pima County,9.4
2011,July,Arizona,Apache County,20.7
2011,July,Arizona,Coconino County,10.1
2011,July,Arizona,Cochise County,10.2
2011,July,Arizona,Santa Cruz County,17.9
2011,July,Arizona,Yavapai County,10.6
2011,November,Arizona,Pinal County,8.7
2011,November,Arizona,Greenlee County,9.2
2011,November,Arizona,La Paz County,8.3
2011,November,Arizona,Mohave County,11.3
2011,November,Arizona,Yuma County,22.7
2011,November,Arizona,Gila County,10.6
2011,November,Arizona,Maricopa County,7.6
2011,November,Arizona,Navajo County,13.8
2011,November,Arizona,Graham County,9.1
2011,November,Arizona,Pima County,7.6
2011,November,Arizona,Apache County,18.0
2011,November,Arizona,Coconino County,8.7
2011,November,Arizona,Cochise County,8.7
2011,November,Arizona,Santa Cruz County,15.2
2011,November,Arizona,Yavapai County,8.8
2010,February,Arizona,Pinal County,11.2
2010,February,Arizona,Greenlee County,20.3
2010,February,Arizona,La Paz County,10.7
2010,February,Arizona,Mohave County,13.5
2010,February,Arizona,Yuma County,20.1
2010,February,Arizona,Gila County,13.6
2010,February,Arizona,Maricopa County,10.0
2010,February,Arizona,Navajo County,15.6
2010,February,Arizona,Graham County,14.4
2010,February,Arizona,Pima County,9.6
2010,February,Arizona,Apache County,18.0
2010,February,Arizona,Coconino County,11.2
2010,February,Arizona,Cochise County,9.6
2010,February,Arizona,Santa Cruz County,14.2
2010,February,Arizona,Yavapai County,11.1
2010,October,Arizona,Pinal County,10.2
2010,October,Arizona,Greenlee County,13.3
2010,October,Arizona,La Paz County,9.5
2010,October,Arizona,Mohave County,12.8
2010,October,Arizona,Yuma County,26.5
2010,October,Arizona,Gila County,12.1
2010,October,Arizona,Maricopa County,9.1
2010,October,Arizona,Navajo County,14.1
2010,October,Arizona,Graham County,11.5
2010,October,Arizona,Pima County,8.9
2010,October,Arizona,Apache County,15.6
2010,October,Arizona,Coconino County,8.6
2010,October,Arizona,Cochise County,8.9
2010,October,Arizona,Santa Cruz County,17.6
2010,October,Arizona,Yavapai County,10.2
2010,March,Arizona,Pinal County,10.9
2010,March,Arizona,Greenlee County,19.8
2010,March,Arizona,La Paz County,9.9
2010,March,Arizona,Mohave County,13.2
2010,March,Arizona,Yuma County,20.4
2010,March,Arizona,Gila County,13.3
2010,March,Arizona,Maricopa County,9.7
2010,March,Arizona,Navajo County,15.3
2010,March,Arizona,Graham County,14.0
2010,March,Arizona,Pima County,9.4
2010,March,Arizona,Apache County,17.0
2010,March,Arizona,Coconino County,10.8
2010,March,Arizona,Cochise County,9.4
2010,March,Arizona,Santa Cruz County,14.1
2010,March,Arizona,Yavapai County,11.0
2010,August,Arizona,Pinal County,11.1
2010,August,Arizona,Greenlee County,15.0
2010,August,Arizona,La Paz County,10.9
2010,August,Arizona,Mohave County,13.2
2010,August,Arizona,Yuma County,30.3
2010,August,Arizona,Gila County,12.3
2010,August,Arizona,Maricopa County,9.8
2010,August,Arizona,Navajo County,14.8
2010,August,Arizona,Graham County,13.2
2010,August,Arizona,Pima County,9.6
2010,August,Arizona,Apache County,16.7
2010,August,Arizona,Coconino County,9.5
2010,August,Arizona,Cochise County,9.8
2010,August,Arizona,Santa Cruz County,17.5
2010,August,Arizona,Yavapai County,10.8
2010,May,Arizona,Pinal County,10.4
2010,May,Arizona,Greenlee County,17.3
2010,May,Arizona,La Paz County,9.6
2010,May,Arizona,Mohave County,12.5
2010,May,Arizona,Yuma County,27.2
2010,May,Arizona,Gila County,11.9
2010,May,Arizona,Maricopa County,9.2
2010,May,Arizona,Navajo County,13.6
2010,May,Arizona,Graham County,12.5
2010,May,Arizona,Pima County,8.9
2010,May,Arizona,Apache County,15.3
2010,May,Arizona,Coconino County,9.5
2010,May,Arizona,Cochise County,8.9
2010,May,Arizona,Santa Cruz County,13.4
2010,May,Arizona,Yavapai County,10.2
2010,January,Arizona,Pinal County,11.6
2010,January,Arizona,Greenlee County,22.0
2010,January,Arizona,La Paz County,11.4
2010,January,Arizona,Mohave County,14.3
2010,January,Arizona,Yuma County,21.0
2010,January,Arizona,Gila County,14.3
2010,January,Arizona,Maricopa County,10.3
2010,January,Arizona,Navajo County,16.1
2010,January,Arizona,Graham County,15.2
2010,January,Arizona,Pima County,10.1
2010,January,Arizona,Apache County,18.0
2010,January,Arizona,Coconino County,11.5
2010,January,Arizona,Cochise County,9.7
2010,January,Arizona,Santa Cruz County,14.9
2010,January,Arizona,Yavapai County,11.9
2010,June,Arizona,Pinal County,10.9
2010,June,Arizona,Greenlee County,16.0
2010,June,Arizona,La Paz County,10.4
2010,June,Arizona,Mohave County,12.7
2010,June,Arizona,Yuma County,26.6
2010,June,Arizona,Gila County,12.3
2010,June,Arizona,Maricopa County,9.6
2010,June,Arizona,Navajo County,14.5
2010,June,Arizona,Graham County,13.2
2010,June,Arizona,Pima County,9.5
2010,June,Arizona,Apache County,16.5
2010,June,Arizona,Coconino County,10.2
2010,June,Arizona,Cochise County,9.3
2010,June,Arizona,Santa Cruz County,14.5
2010,June,Arizona,Yavapai County,10.5
2010,September,Arizona,Pinal County,10.7
2010,September,Arizona,Greenlee County,13.9
2010,September,Arizona,La Paz County,10.6
2010,September,Arizona,Mohave County,13.0
2010,September,Arizona,Yuma County,26.9
2010,September,Arizona,Gila County,12.1
2010,September,Arizona,Maricopa County,9.5
2010,September,Arizona,Navajo County,13.9
2010,September,Arizona,Graham County,12.1
2010,September,Arizona,Pima County,9.3
2010,September,Arizona,Apache County,15.5
2010,September,Arizona,Coconino County,8.9
2010,September,Arizona,Cochise County,9.4
2010,September,Arizona,Santa Cruz County,17.3
2010,September,Arizona,Yavapai County,10.5
2010,April,Arizona,Pinal County,10.5
2010,April,Arizona,Greenlee County,18.6
2010,April,Arizona,La Paz County,9.2
2010,April,Arizona,Mohave County,12.6
2010,April,Arizona,Yuma County,25.2
2010,April,Arizona,Gila County,12.3
2010,April,Arizona,Maricopa County,9.3
2010,April,Arizona,Navajo County,14.5
2010,April,Arizona,Graham County,12.9
2010,April,Arizona,Pima County,9.0
2010,April,Arizona,Apache County,15.8
2010,April,Arizona,Coconino County,9.9
2010,April,Arizona,Cochise County,8.9
2010,April,Arizona,Santa Cruz County,13.9
2010,April,Arizona,Yavapai County,10.5
2010,December,Arizona,Pinal County,9.9
2010,December,Arizona,Greenlee County,12.4
2010,December,Arizona,La Paz County,9.9
2010,December,Arizona,Mohave County,12.4
2010,December,Arizona,Yuma County,22.3
2010,December,Arizona,Gila County,11.9
2010,December,Arizona,Maricopa County,8.8
2010,December,Arizona,Navajo County,14.4
2010,December,Arizona,Graham County,11.0
2010,December,Arizona,Pima County,8.7
2010,December,Arizona,Apache County,15.5
2010,December,Arizona,Coconino County,9.5
2010,December,Arizona,Cochise County,9.1
2010,December,Arizona,Santa Cruz County,14.1
2010,December,Arizona,Yavapai County,10.3
2010,July,Arizona,Pinal County,11.1
2010,July,Arizona,Greenlee County,15.3
2010,July,Arizona,La Paz County,10.9
2010,July,Arizona,Mohave County,12.9
2010,July,Arizona,Yuma County,29.2
2010,July,Arizona,Gila County,12.2
2010,July,Arizona,Maricopa County,9.8
2010,July,Arizona,Navajo County,15.1
2010,July,Arizona,Graham County,13.6
2010,July,Arizona,Pima County,9.7
2010,July,Arizona,Apache County,17.3
2010,July,Arizona,Coconino County,9.7
2010,July,Arizona,Cochise County,9.8
2010,July,Arizona,Santa Cruz County,16.4
2010,July,Arizona,Yavapai County,10.8
2010,November,Arizona,Pinal County,10.1
2010,November,Arizona,Greenlee County,13.0
2010,November,Arizona,La Paz County,9.8
2010,November,Arizona,Mohave County,12.8
2010,November,Arizona,Yuma County,24.6
2010,November,Arizona,Gila County,12.0
2010,November,Arizona,Maricopa County,9.1
2010,November,Arizona,Navajo County,14.5
2010,November,Arizona,Graham County,11.5
2010,November,Arizona,Pima County,9.0
2010,November,Arizona,Apache County,15.7
2010,November,Arizona,Coconino County,9.3
2010,November,Arizona,Cochise County,9.2
2010,November,Arizona,Santa Cruz County,15.1
2010,November,Arizona,Yavapai County,10.3
2013,February,Arizona,Pinal County,8.1
2013,February,Arizona,Greenlee County,6.8
2013,February,Arizona,La Paz County,8.8
2013,February,Arizona,Mohave County,10.6
2013,February,Arizona,Yuma County,22.4
2013,February,Arizona,Gila County,10.0
2013,February,Arizona,Maricopa County,6.6
2013,February,Arizona,Navajo County,14.1
2013,February,Arizona,Graham County,7.7
2013,February,Arizona,Pima County,6.6
2013,February,Arizona,Apache County,18.4
2013,February,Arizona,Coconino County,8.4
2013,February,Arizona,Cochise County,8.9
2013,February,Arizona,Santa Cruz County,14.3
2013,February,Arizona,Yavapai County,8.1
2013,October,Arizona,Pinal County,8.0
2013,October,Arizona,Greenlee County,5.3
2013,October,Arizona,La Paz County,8.0
2013,October,Arizona,Mohave County,10.3
2013,October,Arizona,Yuma County,27.3
2013,October,Arizona,Gila County,9.5
2013,October,Arizona,Maricopa County,6.5
2013,October,Arizona,Navajo County,13.2
2013,October,Arizona,Graham County,7.7
2013,October,Arizona,Pima County,6.7
2013,October,Arizona,Apache County,18.7
2013,October,Arizona,Coconino County,8.2
2013,October,Arizona,Cochise County,9.4
2013,October,Arizona,Santa Cruz County,17.3
2013,October,Arizona,Yavapai County,7.2
2013,March,Arizona,Pinal County,8.1
2013,March,Arizona,Greenlee County,6.3
2013,March,Arizona,La Paz County,8.7
2013,March,Arizona,Mohave County,10.4
2013,March,Arizona,Yuma County,22.1
2013,March,Arizona,Gila County,9.9
2013,March,Arizona,Maricopa County,6.5
2013,March,Arizona,Navajo County,13.7
2013,March,Arizona,Graham County,7.6
2013,March,Arizona,Pima County,6.6
2013,March,Arizona,Apache County,18.1
2013,March,Arizona,Coconino County,8.3
2013,March,Arizona,Cochise County,8.9
2013,March,Arizona,Santa Cruz County,14.2
2013,March,Arizona,Yavapai County,8.0
2013,August,Arizona,Pinal County,8.6
2013,August,Arizona,Greenlee County,6.2
2013,August,Arizona,La Paz County,8.0
2013,August,Arizona,Mohave County,10.7
2013,August,Arizona,Yuma County,27.8
2013,August,Arizona,Gila County,9.7
2013,August,Arizona,Maricopa County,7.2
2013,August,Arizona,Navajo County,13.3
2013,August,Arizona,Graham County,8.2
2013,August,Arizona,Pima County,7.4
2013,August,Arizona,Apache County,18.3
2013,August,Arizona,Coconino County,8.3
2013,August,Arizona,Cochise County,9.5
2013,August,Arizona,Santa Cruz County,17.3
2013,August,Arizona,Yavapai County,8.0
2013,May,Arizona,Pinal County,7.9
2013,May,Arizona,Greenlee County,5.4
2013,May,Arizona,La Paz County,7.9
2013,May,Arizona,Mohave County,10.0
2013,May,Arizona,Yuma County,26.8
2013,May,Arizona,Gila County,9.2
2013,May,Arizona,Maricopa County,6.3
2013,May,Arizona,Navajo County,13.0
2013,May,Arizona,Graham County,7.3
2013,May,Arizona,Pima County,6.4
2013,May,Arizona,Apache County,17.6
2013,May,Arizona,Coconino County,7.6
2013,May,Arizona,Cochise County,8.9
2013,May,Arizona,Santa Cruz County,13.6
2013,May,Arizona,Yavapai County,7.6
2013,January,Arizona,Pinal County,8.6
2013,January,Arizona,Greenlee County,7.5
2013,January,Arizona,La Paz County,9.3
2013,January,Arizona,Mohave County,11.3
2013,January,Arizona,Yuma County,22.9
2013,January,Arizona,Gila County,10.6
2013,January,Arizona,Maricopa County,7.0
2013,January,Arizona,Navajo County,14.5
2013,January,Arizona,Graham County,8.3
2013,January,Arizona,Pima County,7.1
2013,January,Arizona,Apache County,19.1
2013,January,Arizona,Coconino County,8.9
2013,January,Arizona,Cochise County,9.4
2013,January,Arizona,Santa Cruz County,14.9
2013,January,Arizona,Yavapai County,8.8
2013,June,Arizona,Pinal County,8.6
2013,June,Arizona,Greenlee County,6.0
2013,June,Arizona,La Paz County,8.4
2013,June,Arizona,Mohave County,10.8
2013,June,Arizona,Yuma County,26.3
2013,June,Arizona,Gila County,9.8
2013,June,Arizona,Maricopa County,7.0
2013,June,Arizona,Navajo County,13.8
2013,June,Arizona,Graham County,8.2
2013,June,Arizona,Pima County,7.4
2013,June,Arizona,Apache County,19.2
2013,June,Arizona,Coconino County,8.2
2013,June,Arizona,Cochise County,9.6
2013,June,Arizona,Santa Cruz County,14.9
2013,June,Arizona,Yavapai County,8.2
2013,September,Arizona,Pinal County,8.2
2013,September,Arizona,Greenlee County,5.6
2013,September,Arizona,La Paz County,8.1
2013,September,Arizona,Mohave County,10.1
2013,September,Arizona,Yuma County,27.2
2013,September,Arizona,Gila County,9.4
2013,September,Arizona,Maricopa County,6.7
2013,September,Arizona,Navajo County,12.8
2013,September,Arizona,Graham County,7.8
2013,September,Arizona,Pima County,6.8
2013,September,Arizona,Apache County,17.7
2013,September,Arizona,Coconino County,7.8
2013,September,Arizona,Cochise County,9.1
2013,September,Arizona,Santa Cruz County,17.2
2013,September,Arizona,Yavapai County,7.4
2013,April,Arizona,Pinal County,7.9
2013,April,Arizona,Greenlee County,5.8
2013,April,Arizona,La Paz County,8.5
2013,April,Arizona,Mohave County,10.0
2013,April,Arizona,Yuma County,25.7
2013,April,Arizona,Gila County,9.5
2013,April,Arizona,Maricopa County,6.3
2013,April,Arizona,Navajo County,13.3
2013,April,Arizona,Graham County,7.3
2013,April,Arizona,Pima County,6.3
2013,April,Arizona,Apache County,17.8
2013,April,Arizona,Coconino County,7.7
2013,April,Arizona,Cochise County,8.8
2013,April,Arizona,Santa Cruz County,13.7
2013,April,Arizona,Yavapai County,7.6
2013,December,Arizona,Pinal County,7.3
2013,December,Arizona,Greenlee County,5.0
2013,December,Arizona,La Paz County,7.5
2013,December,Arizona,Mohave County,9.5
2013,December,Arizona,Yuma County,23.3
2013,December,Arizona,Gila County,9.0
2013,December,Arizona,Maricopa County,5.9
2013,December,Arizona,Navajo County,12.5
2013,December,Arizona,Graham County,7.2
2013,December,Arizona,Pima County,6.1
2013,December,Arizona,Apache County,17.8
2013,December,Arizona,Coconino County,7.9
2013,December,Arizona,Cochise County,8.9
2013,December,Arizona,Santa Cruz County,14.3
2013,December,Arizona,Yavapai County,6.7
2013,July,Arizona,Pinal County,8.5
2013,July,Arizona,Greenlee County,6.0
2013,July,Arizona,La Paz County,7.6
2013,July,Arizona,Mohave County,10.6
2013,July,Arizona,Yuma County,28.4
2013,July,Arizona,Gila County,9.5
2013,July,Arizona,Maricopa County,7.0
2013,July,Arizona,Navajo County,14.3
2013,July,Arizona,Graham County,8.5
2013,July,Arizona,Pima County,7.2
2013,July,Arizona,Apache County,19.8
2013,July,Arizona,Coconino County,8.4
2013,July,Arizona,Cochise County,9.5
2013,July,Arizona,Santa Cruz County,17.2
2013,July,Arizona,Yavapai County,8.0
2013,November,Arizona,Pinal County,7.5
2013,November,Arizona,Greenlee County,5.2
2013,November,Arizona,La Paz County,7.7
2013,November,Arizona,Mohave County,9.6
2013,November,Arizona,Yuma County,25.0
2013,November,Arizona,Gila County,9.2
2013,November,Arizona,Maricopa County,6.0
2013,November,Arizona,Navajo County,12.7
2013,November,Arizona,Graham County,7.3
2013,November,Arizona,Pima County,6.2
2013,November,Arizona,Apache County,18.1
2013,November,Arizona,Coconino County,7.9
2013,November,Arizona,Cochise County,8.9
2013,November,Arizona,Santa Cruz County,15.3
2013,November,Arizona,Yavapai County,6.7
2012,February,Arizona,Pinal County,8.9
2012,February,Arizona,Greenlee County,9.1
2012,February,Arizona,La Paz County,9.5
2012,February,Arizona,Mohave County,11.4
2012,February,Arizona,Yuma County,20.2
2012,February,Arizona,Gila County,10.8
2012,February,Arizona,Maricopa County,7.6
2012,February,Arizona,Navajo County,14.7
2012,February,Arizona,Graham County,8.9
2012,February,Arizona,Pima County,7.6
2012,February,Arizona,Apache County,18.9
2012,February,Arizona,Coconino County,9.3
2012,February,Arizona,Cochise County,9.1
2012,February,Arizona,Santa Cruz County,14.2
2012,February,Arizona,Yavapai County,9.0
2012,October,Arizona,Pinal County,8.2
2012,October,Arizona,Greenlee County,7.6
2012,October,Arizona,La Paz County,8.0
2012,October,Arizona,Mohave County,10.6
2012,October,Arizona,Yuma County,25.0
2012,October,Arizona,Gila County,9.8
2012,October,Arizona,Maricopa County,6.9
2012,October,Arizona,Navajo County,13.3
2012,October,Arizona,Graham County,8.1
2012,October,Arizona,Pima County,7.0
2012,October,Arizona,Apache County,18.4
2012,October,Arizona,Coconino County,7.8
2012,October,Arizona,Cochise County,8.8
2012,October,Arizona,Santa Cruz County,17.1
2012,October,Arizona,Yavapai County,8.1
2012,March,Arizona,Pinal County,8.6
2012,March,Arizona,Greenlee County,8.5
2012,March,Arizona,La Paz County,8.8
2012,March,Arizona,Mohave County,11.0
2012,March,Arizona,Yuma County,19.9
2012,March,Arizona,Gila County,10.4
2012,March,Arizona,Maricopa County,7.3
2012,March,Arizona,Navajo County,14.4
2012,March,Arizona,Graham County,8.5
2012,March,Arizona,Pima County,7.4
2012,March,Arizona,Apache County,18.7
2012,March,Arizona,Coconino County,9.0
2012,March,Arizona,Cochise County,8.8
2012,March,Arizona,Santa Cruz County,14.0
2012,March,Arizona,Yavapai County,8.7
2012,August,Arizona,Pinal County,9.1
2012,August,Arizona,Greenlee County,8.6
